EnsemblGeneID	GeneType	GeneName	Description	EntrezGeneID	GeneLength	Cellline1_CON_CPM	Cellline1_DEX_CPM	Cellline2_CON_CPM	Cellline2_DEX_CPM	Cellline3_CON_CPM	Cellline3_DEX_CPM	Cellline1_DEX_CPM_logFC	Cellline2_DEX_CPM_logFC	Cellline3_DEX_CPM_logFC	DEX_CON_logFC	DEX_CON_PValue	DEX_CON_FDR
ENSG00000119333	protein_coding	WDR34	WD repeat domain 34	89891	23126	5.40982717356229	5.59723977405421	4.76551485906387	4.66842275262511	5.03966783740028	5.26105954644071	0.187412600491919	-0.09709210643876	0.221391709040429	0.106215648224794	0.240992597853314	0.502050407523005
ENSG00000119335	protein_coding	SET	SET nuclear oncogene	6418	12976	7.13860965203044	7.23562860354757	7.34381181074021	7.33110443443972	7.17815586310524	7.00723213434555	0.0970189515171285	-0.0127073763004857	-0.17092372875969	-0.028567766870505	0.701775888894982	0.869372881928821
ENSG00000119383	protein_coding	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	5524	37996	7.18035543478753	7.23850755292211	7.55400216330398	7.58641224642562	7.4741488669967	7.61552066740258	0.0581521181345792	0.0324100831216443	0.141371800405877	0.0773018572137253	0.271528471180302	0.53514031591627
ENSG00000119392	protein_coding	GLE1	GLE1 RNA export mediator	2733	37588	4.81590781330789	4.77277981602793	4.40388131752117	4.37356441793765	4.78270188702565	4.64791968310455	-0.0431279972799699	-0.0303168995835135	-0.134782203921096	-0.0695459009702424	0.392744646957668	0.658792780026399
ENSG00000119396	protein_coding	RAB14	RAB14, member RAS oncogene family	51552	44877	6.51889101834031	6.54764165665217	6.55840595871378	6.57709987637037	6.41859339921888	6.43049822783014	0.0287506383118625	0.0186939176565879	0.0119048286112617	0.0198257893333134	0.752758066251051	0.89732278076253
ENSG00000119397	protein_coding	CNTRL	centriolin	11064	102747	3.80812287980419	4.04103446874672	3.00856146535265	2.94580939780359	3.08345071784504	2.87581104141044	0.232911588942536	-0.0627520675490558	-0.207639676434602	-0.00146680237254672	0.989851399659396	0.996747273932574
ENSG00000119401	protein_coding	TRIM32	tripartite motif containing 32	22954	13998	5.79119382092689	5.7217937235528	5.39672326423342	5.45310473044368	5.59443614507159	5.59317368868592	-0.0694000973740945	0.0563814662102526	-0.00126245638567202	-0.00523248567324374	0.944421784257225	0.977555852426276
ENSG00000119402	protein_coding	FBXW2	F-box and WD repeat domain containing 2	26190	41434	6.31420696633767	6.33445205742444	6.37632744816069	6.34497413072786	6.05786409187576	6.00014750478493	0.0202450910867684	-0.0313533174328287	-0.0577165870908258	-0.0226381297071723	0.723416267514759	0.881925242415705
ENSG00000119403	protein_coding	PHF19	PHD finger protein 19	26147	39244	5.49668876312515	5.73102240932328	3.4845600031883	3.64927083392613	3.83664237623922	3.87024188197282	0.234333646198133	0.164710830737825	0.0335995057335965	0.150232970327363	0.0810434587333064	0.252612405095075
ENSG00000119408	protein_coding	NEK6	NIMA-related kinase 6	10783	95701	6.95421319843274	6.84381203827456	7.01538872328367	7.00012417542628	6.73559752965798	6.7728376307621	-0.11040116015818	-0.0152645478573881	0.037240101104123	-0.0296949998642562	0.660108423950537	0.8464414077214
ENSG00000119414	protein_coding	PPP6C	protein phosphatase 6, catalytic subunit	5537	43366	5.99491503110117	6.06487034403331	5.88103466727283	5.97197398565508	6.01053287420529	6.10593257271002	0.0699553129321346	0.0909393183822527	0.0953996985047301	0.0854308964733183	0.181448185037492	0.42226141726805
ENSG00000119421	protein_coding	NDUFA8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa	4702	15761	4.97188020413032	4.79934409963953	4.73571099666487	4.63495329772056	5.07127483072149	5.0651356817852	-0.172536104490786	-0.100757698944311	-0.0061391489362892	-0.0931553456168825	0.291108785956984	0.558578601157681
ENSG00000119431	protein_coding	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3	81932	3580	3.94602244927866	3.83962321373442	4.17734874196016	3.87281718326808	3.80581096988055	3.61732122240225	-0.106399235544234	-0.304531558692083	-0.188489747478302	-0.200891189200795	0.0348672076625503	0.144125570584445
ENSG00000119446	protein_coding	RBM18	RNA binding motif protein 18	92400	27215	4.39453701696164	4.42906601202735	4.65441400687341	4.53842114067181	4.8231107049164	4.72486810889577	0.0345289950657106	-0.115992866201607	-0.0982425960206301	-0.0605945843325448	0.450042372142031	0.704948779143852
ENSG00000119471	protein_coding	HSDL2	hydroxysteroid dehydrogenase like 2	84263	92473	6.87775659202329	6.94663822247172	6.03808922869773	5.92617059825423	6.18698178558628	5.93097060636383	0.068881630448427	-0.111918630443497	-0.256011179222448	-0.0976106501122262	0.1871864878137	0.430922197547397
ENSG00000119487	protein_coding	MAPKAP1	mitogen-activated protein kinase associated protein 1	79109	269841	6.78256832652565	6.9706440484621	7.0169383302965	7.17155262159448	7.06285582715023	7.16073466973244	0.188075721936452	0.154614291297978	0.0978788425822046	0.146875417722184	0.0287252227748191	0.125778150770695
ENSG00000119509	protein_coding	INVS	inversin	27130	201744	4.00752710043882	4.06393746655775	3.89676275702753	4.07240146884819	4.09397983198306	4.18446377841015	0.0564103661189348	0.175638711820664	0.0904839464270895	0.107525491413525	0.220484223975438	0.476721698146766
ENSG00000119514	protein_coding	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	79695	42382	5.06833672010562	5.13988836378293	4.30206442313205	4.20962626086274	3.6572687146149	3.32548477432	0.0715516436773189	-0.092438162269314	-0.331783940294898	-0.105014709168522	0.26625073674713	0.530121447858038
ENSG00000119522	protein_coding	DENND1A	DENN/MADD domain containing 1A	57706	550498	4.03251450320831	4.02778192435156	3.99909483766312	4.04794902263505	4.015310943299	4.21872911029502	-0.00473257885674627	0.0488541849719266	0.203418166996025	0.0823364950464798	0.361783590460185	0.627544190422895
ENSG00000119523	protein_coding	ALG2	ALG2, alpha-1,3/1,6-mannosyltransferase	85365	5530	5.49718748408787	5.39147023860697	5.77605088502747	5.7871998738642	5.63059039930361	5.54640103072335	-0.105717245480907	0.0111489888367293	-0.084189368580267	-0.0591577858635276	0.427682233230151	0.686272878627764
ENSG00000119537	protein_coding	KDSR	3-ketodihydrosphingosine reductase	2531	39784	5.69099826784142	5.77828031297286	5.51384505978308	5.53070829686044	5.50694053421555	5.41816465328031	0.0872820451314436	0.0168632370773638	-0.0887758809352404	0.00592812644671778	0.938418768849992	0.974867789002588
ENSG00000119541	protein_coding	VPS4B	vacuolar protein sorting 4 homolog B (S. cerevisiae)	9525	33293	6.35549906917262	6.42411155902437	6.47967991611767	6.54223691625514	6.31935763479968	6.30777197821737	0.0686124898517502	0.0625570001374713	-0.0115856565823131	0.0401303348614532	0.528922794875291	0.761801520022972
ENSG00000119547	protein_coding	ONECUT2	one cut homeobox 2	9480	55612	1.17152056259176	1.00817870460514	0.854746230304856	0.932744344195177	0.85816236240228	0.40706700951002	-0.163341857986616	0.0779981138903217	-0.45109535289226	-0.16374059611847	0.240111114384453	0.501597434062356
ENSG00000119559	protein_coding	C19orf25	chromosome 19 open reading frame 25	148223	18413	5.36953766589663	5.35810634778611	5.1654812499133	4.99774611864218	4.73536549432175	4.88279481229338	-0.0114313181105112	-0.167735131271116	0.147429317971633	-0.0120926967367228	0.892396409661842	0.959356605849933
ENSG00000119574	protein_coding	ZBTB45	zinc finger and BTB domain containing 45	84878	25381	4.14116958851118	4.04268250978705	3.91183357960664	3.96874919792132	3.92705637975397	3.94427142024324	-0.0984870787241352	0.0569156183146888	0.0172150404892646	-0.00892958088011806	0.923274773669759	0.969738276890153
ENSG00000119596	protein_coding	YLPM1	YLP motif containing 1	56252	96069	6.81273189092691	6.74958205428086	6.60061329231847	6.52240583166484	6.63188041573485	6.57605728280123	-0.0631498366460459	-0.0782074606536307	-0.0558231329336225	-0.0657546438154031	0.313491983428489	0.581841252001308
ENSG00000119599	protein_coding	DCAF4	DDB1 and CUL4 associated factor 4	26094	33371	5.0274893223489	4.92796684256971	5.49617731759594	5.38518728964089	5.14122793722779	5.13258744561802	-0.0995224797791971	-0.110990027955053	-0.0086404916097651	-0.0735096819011635	0.364939165981331	0.630682834926018
ENSG00000119616	protein_coding	FCF1	FCF1 rRNA-processing protein	51077	25476	5.69622024207522	5.60841095548015	5.73521353838673	5.74123270400944	5.76583357221889	5.67888976397703	-0.0878092865950686	0.00601916562270866	-0.0869438082418599	-0.0561090184762525	0.396507411530196	0.661872771409146
ENSG00000119632	protein_coding	IFI27L2	interferon, alpha-inducible protein 27-like 2	83982	2474	5.68663213743009	5.62885233123976	5.56823071075594	5.52407526314833	5.77803199497764	5.80614271336705	-0.0577798061903252	-0.0441554476076016	0.0281107183894056	-0.0245964649933118	0.726186244822149	0.883320725908554
ENSG00000119636	protein_coding	CCDC176	coiled-coil domain containing 176	80127	46739	0.67521469898695	1.23269024461732	1.0610916414291	0.98520076196007	1.71704329028591	1.93478847430748	0.557475545630365	-0.0758908794690268	0.217745184021572	0.233579180772896	0.087917802199241	0.267474065938443
ENSG00000119638	protein_coding	NEK9	NIMA-related kinase 9	91754	47991	6.70287472614251	6.61260567526164	6.33747848701785	6.26965278761002	6.30645910257185	6.23111041130708	-0.0902690508808695	-0.0678256994078295	-0.0753486912647752	-0.0779282748732732	0.215411282919746	0.469639457803367
ENSG00000119640	protein_coding	ACYP1	acylphosphatase 1, erythrocyte (common) type	97	16262	3.49512677592417	3.63197589073329	1.9676622752915	1.95248775397157	2.8186076811253	2.60187016871468	0.136849114809124	-0.0151745213199328	-0.216737512410624	-0.0229804328194392	0.846103679624248	0.939258416156404
ENSG00000119650	protein_coding	IFT43	intraflagellar transport 43 homolog (Chlamydomonas)	112752	182449	3.92689979455231	3.62759012980497	4.29952011477523	4.11863020955372	4.15137080207377	4.11512406779355	-0.299309664747344	-0.180889905221515	-0.0362467342802164	-0.171445224990272	0.0634551684287184	0.216547094733547
ENSG00000119655	protein_coding	NPC2	Niemann-Pick disease, type C2	10577	17985	6.86138576959285	6.78373529228297	6.96068044973202	6.80622736935744	6.31807295863732	6.16737456497103	-0.0776504773098861	-0.154453080374585	-0.150698393666292	-0.127408732873422	0.0550222940710477	0.196578466879654
ENSG00000119661	protein_coding	DNAL1	dynein, axonemal, light chain 1	83544	58857	3.69094170166625	3.74965780882216	4.20480183928446	4.12448874047754	4.33024276672857	4.37013258220922	0.0587161071559041	-0.0803130988069203	0.0398898154806426	0.00517377007479478	0.952877042213433	0.981110970942248
ENSG00000119669	protein_coding	IRF2BPL	interferon regulatory factor 2 binding protein-like	64207	4156	6.21188458299522	5.83976534822293	6.00372445709823	5.8277133182257	6.17638670108246	6.12024592444852	-0.37211923477229	-0.176011138872523	-0.0561407766339368	-0.201592764325056	0.00689212031780159	0.0432133081485788
ENSG00000119673	protein_coding	ACOT2	acyl-CoA thioesterase 2	10965	8038	4.20361798637436	4.41386494081643	3.90849808703215	3.88149222456637	3.91351003632916	4.22355839246921	0.210246954442062	-0.027005862465777	0.310048356140047	0.165743557358468	0.0813828088248325	0.253089545319982
ENSG00000119681	protein_coding	LTBP2	latent transforming growth factor beta binding protein 2	4053	114208	8.39069362500499	8.30559845810737	6.52911332749796	7.14603970762137	9.10410715163902	9.36120104745393	-0.0850951668976236	0.616926380123414	0.257093895814911	0.26166435883781	0.019740103882194	0.0947399475264466
ENSG00000119682	protein_coding	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	9870	59678	6.44248794348399	6.34183347555498	6.67021432120579	6.67889410820794	6.69880645963253	6.72510829191652	-0.100654467929008	0.00867978700214689	0.026301832283985	-0.021675763969237	0.743156256455907	0.89153669156339
ENSG00000119684	protein_coding	MLH3	mutL homolog 3	27030	37768	4.23863686623654	4.23658294633758	4.06199359088874	4.07088527315625	4.24357718170076	4.310858824789	-0.00205391989895976	0.00889168226751025	0.0672816430882364	0.0246590238075563	0.768519953083236	0.905464193404934
ENSG00000119685	protein_coding	TTLL5	tubulin tyrosine ligase-like family, member 5	23093	321453	5.42196052951096	5.66193316567988	4.41802484060775	4.27824139668198	4.6367927446959	4.53719662299443	0.239972636168915	-0.139783443925775	-0.0995961217014676	0.00538268828304882	0.957039104731184	0.983161221532027
ENSG00000119686	protein_coding	FLVCR2	feline leukemia virus subgroup C cellular receptor family, member 2	55640	84597	2.3219275433309	2.37082340271833	0.421370378849858	0.307307081011824	1.0058996687535	1.02399109193112	0.0488958593874336	-0.114063297838034	0.0180914231776255	0.00578182241911181	0.963113459245708	0.985928930297752
ENSG00000119688	protein_coding	ABCD4	ATP-binding cassette, sub-family D (ALD), member 4	5826	17633	5.81978458340203	5.57292474929814	5.84353820877566	5.69424505743837	5.38217883215753	5.20600089489172	-0.246859834103881	-0.149293151337287	-0.176177937265807	-0.191052248092317	0.0102713596936661	0.0585635602844486
ENSG00000119689	protein_coding	DLST	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	1743	21854	7.33927814736128	7.57282493229924	6.65810022965398	6.83442562919618	6.85024154844928	6.89390659888228	0.233546784937961	0.176325399542201	0.0436650504330007	0.151742353595939	0.0313488460375361	0.133648186731096
ENSG00000119698	protein_coding	PPP4R4	protein phosphatase 4, regulatory subunit 4	57718	133607	3.84149837883764	3.80896311530379	3.91349843848795	3.68340607750092	3.35552410327327	3.15732489786197	-0.0325352635338483	-0.230092360987036	-0.198199205411299	-0.152241887332924	0.128315154345081	0.341311276837632
ENSG00000119699	protein_coding	TGFB3	transforming growth factor, beta 3	7043	24892	1.89526732602475	1.55253759665706	2.53314083725817	2.20558224131392	1.52552495187822	1.60047440045306	-0.342729729367686	-0.327558595944242	0.0749494485748385	-0.21739139163356	0.0790708446283238	0.248803975443501
ENSG00000119703	protein_coding	ZC2HC1C	zinc finger, C2HC-type containing 1C	79696	15817	1.47677487321529	1.51503854897027	1.52905049122919	1.37744745476165	1.64509817367474	1.34083765403396	0.0382636757549817	-0.151603036467536	-0.304260519640777	-0.136776690143263	0.269359949143523	0.533808872376466
ENSG00000119705	protein_coding	SLIRP	SRA stem-loop interacting RNA binding protein	81892	53033	4.94141936625612	4.90550010285105	4.82952266786842	5.01361730991288	4.73343934766932	4.84150483500448	-0.0359192634050665	0.184094642044456	0.108065487335156	0.0852868232518665	0.342494266275284	0.609571600194168
ENSG00000119707	protein_coding	RBM25	RNA binding motif protein 25	58517	65462	7.77792835096885	7.87930394474737	7.82085499454028	7.84953457238559	7.45922107171846	7.42251945168048	0.101375593778518	0.0286795778453071	-0.0367016200379808	0.0313413489514003	0.660007026501397	0.8464414077214
ENSG00000119711	protein_coding	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	4329	27643	3.60655897786015	3.60768752337809	3.74420912465623	3.61430831139286	3.45472380871923	3.3899122389772	0.00112854551794683	-0.129900813263376	-0.0648115697420342	-0.064843687686513	0.512291399528093	0.751836600279564
ENSG00000119714	protein_coding	GPR68	G protein-coupled receptor 68	8111	21393	4.22545370739671	3.37370684538345	2.89854100650362	2.3919799123205	4.18135331665998	3.44608615407842	-0.851746862013267	-0.506561094183113	-0.735267162581555	-0.711023412919476	4.52429858272073e-11	1.93307059256058e-09
ENSG00000119718	protein_coding	EIF2B2	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa	8892	9455	4.4737062379944	4.31368330396581	4.44013898410848	4.32351026728049	4.64090881837785	4.51635781390972	-0.160022934028593	-0.116628716827986	-0.124551004468122	-0.133952887985219	0.0936549436321763	0.279483795108803
ENSG00000119720	protein_coding	NRDE2	NRDE-2, necessary for RNA interference, domain containing	55051	64281	4.32657051284347	4.19717057591455	4.39794701326556	4.25573034201941	4.31357902032541	4.25219945427493	-0.12939993692892	-0.142216671246154	-0.0613795660504737	-0.111547611196129	0.180420389757221	0.421068682343744
ENSG00000119723	protein_coding	COQ6	coenzyme Q6 monooxygenase	51004	13744	2.17506528200726	2.08120020729937	1.94830189245826	2.16636444497226	2.15142208883044	1.98873652969905	-0.0938650747078937	0.218062552513998	-0.162685559131382	-0.0117939685433628	0.921576091099882	0.969098178557056
ENSG00000119729	protein_coding	RHOQ	ras homolog family member Q	23433	41315	4.94434826601295	4.71916818271977	5.84310149918353	5.64567538337618	5.46924344653435	5.5328467286521	-0.225180083293179	-0.197426115807353	0.0636032821177475	-0.119127282387102	0.167630536813937	0.403328511367268
ENSG00000119760	protein_coding	SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	9913	13028	5.42615702083214	5.31170262918957	5.59752441155912	5.45368657421845	5.55462789195872	5.4873927161258	-0.114454391642567	-0.14383783734067	-0.0672351758329253	-0.108703448869056	0.15809924766109	0.387183575697771
ENSG00000119771	protein_coding	KLHL29	kelch-like family member 29	114818	323394	4.08918853834496	3.84907238924399	5.02777211044818	5.26635226821686	5.00256252141462	5.04526997692148	-0.240116149100972	0.238580157768677	0.0427074555068572	0.0201189010028533	0.846825187860471	0.939403480360893
ENSG00000119772	protein_coding	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	1788	114735	3.53063911574414	2.98196220588676	3.95612385659494	3.87281718326808	4.13978296566862	4.10643538866001	-0.548676909857373	-0.0833066733268595	-0.0333475770086142	-0.214208430146373	0.0634379419580731	0.216547094733547
ENSG00000119777	protein_coding	TMEM214	transmembrane protein 214	54867	8785	6.56052670488304	6.46862158036205	6.80637307995428	6.8625215293463	6.72376122772943	6.95543633132333	-0.0919051245209896	0.0561484493920252	0.231675103593907	0.0655698705540687	0.386431923438632	0.652607438062859
ENSG00000119778	protein_coding	ATAD2B	ATPase family, AAA domain containing 2B	54454	178450	3.54228492865734	3.29845145871259	3.80107637516764	3.83580141777986	3.84022666082528	3.60256754678392	-0.24383346994475	0.0347250426122216	-0.237659114041355	-0.146906002047553	0.157816525196447	0.386700293569724
ENSG00000119787	protein_coding	ATL2	atlastin GTPase 2	64225	82405	5.14735315567302	5.02453304307252	5.46813088533479	5.24902657665084	5.17851614622382	4.97732068704061	-0.1228201126005	-0.219104308683955	-0.201195459183216	-0.181335445308554	0.0254915470690927	0.115643956603593
ENSG00000119801	protein_coding	YPEL5	yippee-like 5 (Drosophila)	51646	13592	6.632661474728	6.30831556314216	7.34889630858358	7.24750580009054	7.50594858458688	7.31933803731506	-0.324345911585845	-0.101390508493042	-0.186610547271822	-0.203260391835496	0.00484475939569469	0.0328144296656549
ENSG00000119812	protein_coding	FAM98A	family with sequence similarity 98, member A	25940	15724	6.46331201663568	6.35548978477455	6.48444818013856	6.62541281185772	6.59549380417622	6.71399791205096	-0.10782223186113	0.140964631719165	0.118504107874736	0.0508133723327883	0.474031458381514	0.723411416776366
ENSG00000119820	protein_coding	YIPF4	Yip1 domain family, member 4	84272	38684	5.1837473237727	5.13448904981757	5.77559325808208	5.64210627642749	5.77147643261435	5.73746184082927	-0.0492582739551306	-0.133486981654592	-0.0340145917850814	-0.072653348186478	0.330670899311343	0.598006855975405
ENSG00000119844	protein_coding	AFTPH	aftiphilin	54812	68700	4.60629078240368	4.67734497724076	5.30520233451729	5.28935152365819	5.08795346800682	4.97159084060022	0.0710541948370844	-0.0158508108591002	-0.116362627406599	-0.0209026467002656	0.805886923364914	0.922691971665887
ENSG00000119862	protein_coding	LGALSL	lectin, galactoside-binding-like	29094	7412	2.79729389584509	2.91515884222472	3.14519886472078	3.31715910439896	3.32770673697614	3.40132336396537	0.11786494637963	0.171960239678181	0.0736166269892329	0.12168452894228	0.240500355324752	0.501793355005744
ENSG00000119865	protein_coding	CNRIP1	cannabinoid receptor interacting protein 1	25927	35880	3.6358425038891	3.73546193286373	2.5113182419102	2.38223269533807	2.65729279301493	2.63124221915013	0.0996194289746231	-0.129085546572128	-0.0260505738647985	-0.00970489030584548	0.929742932807806	0.972173097434174
ENSG00000119878	protein_coding	CRIPT	cysteine-rich PDZ-binding protein	9419	9326	3.21614127417425	3.2219656203574	3.70051981686645	3.56561570297082	3.85801571433348	3.64398388988174	0.00582434618314975	-0.134904113895632	-0.214031824451742	-0.116859256436513	0.250080773786294	0.512281909146014
ENSG00000119888	protein_coding	EPCAM	epithelial cell adhesion molecule	4072	42443	2.82616222596461	2.97161779092635	3.59034563132675	3.62880740091026	3.97837898965417	3.67251923502973	0.145455564961742	0.0384617695835026	-0.305859754624441	-0.0467422921204109	0.681750473287352	0.859111823460883
ENSG00000119899	protein_coding	SLC17A5	solute carrier family 17 (acidic sugar transporter), member 5	26503	60776	5.50762099582121	5.64413121396786	5.69318647981893	5.85967564263668	5.46634706295482	5.75591361003706	0.136510218146649	0.166489162817748	0.289566547082245	0.197265204144132	0.00634748090974702	0.0405468844009087
ENSG00000119900	protein_coding	OGFRL1	opioid growth factor receptor-like 1	79627	20147	8.71450893340025	8.406643878861	7.7616612087476	7.89565593319659	7.38922511912792	7.05723262776663	-0.307865054539249	0.133994724448991	-0.331992491361286	-0.168681917556742	0.0753509809698724	0.241671774837223
ENSG00000119906	protein_coding	FAM178A	family with sequence similarity 178, member A	55719	52567	6.15201943650654	6.15600416291089	5.4232597830617	5.4577529233938	5.30386934497716	5.19210685656678	0.00398472640435266	0.0344931403320974	-0.111762488410384	-0.023227422356677	0.746846224531967	0.894044022265712
ENSG00000119912	protein_coding	IDE	insulin-degrading enzyme	3416	122392	5.22828620407721	5.39856632031782	5.34460974423251	5.43671709657378	5.48935693227684	5.38765233144873	0.170280116240607	0.092107352341273	-0.101704600828103	0.0538116711092055	0.523168532103446	0.758214976025792
ENSG00000119917	protein_coding	IFIT3	interferon-induced protein with tetratricopeptide repeats 3	3437	13077	4.73702948650818	4.52178945403629	4.48113202051177	4.08146533235518	3.77430625954928	3.31647199255422	-0.215240032471884	-0.399666688156592	-0.457834266995064	-0.352230507753167	8.18227183067465e-05	0.00105777856673051
ENSG00000119922	protein_coding	IFIT2	interferon-induced protein with tetratricopeptide repeats 2	3433	7321	3.52478076549246	3.15039757286148	3.26740605153968	2.62472732451887	2.81132154508182	2.25715954312799	-0.374383192630978	-0.642678727020809	-0.55416200195383	-0.521406765322347	3.28607627017556e-06	6.02536009215592e-05
ENSG00000119927	protein_coding	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	57678	65513	3.9209645408637	4.26650953753762	3.83661003559253	3.92745682730235	4.04977390940499	4.02763068063433	0.345544996673917	0.0908467917098208	-0.0221432287706564	0.139964018577147	0.167295944175141	0.402666075023498
ENSG00000119929	protein_coding	CUTC	cutC copper transporter	51076	53576	3.43600753753672	3.51812168466544	3.93660695572073	3.80147241679175	3.69338754507141	3.67016272871984	0.0821141471287161	-0.135134538928985	-0.0232248163515654	-0.0272378714706558	0.78452796736316	0.912457085357138
ENSG00000119938	protein_coding	PPP1R3C	protein phosphatase 1, regulatory subunit 3C	5507	4612	3.52673619332293	4.64949492548956	3.95126932798565	5.4195456399659	4.87557774152727	6.61118439743401	1.12275873216663	1.46827631198025	1.73560665590675	1.45185725196202	1.66796816017939e-39	7.08208856011169e-37
ENSG00000119943	protein_coding	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	84795	31619	5.1492582990151	4.58648995843783	3.8609729073092	3.77191640367506	3.73441415492213	3.48950177416956	-0.562768340577271	-0.0890565036341417	-0.244912380752577	-0.307833216326191	0.00287640880703539	0.021616021272782
ENSG00000119946	protein_coding	CNNM1	cyclin M1	26507	65231	0.909066123844193	0.953159856402575	0.476471878137457	0.892111161340816	1.0058996687535	1.43267387366616	0.0440937325583811	0.415639283203359	0.426774204912668	0.297868367415263	0.0292791464883904	0.127219623708909
ENSG00000119950	protein_coding	MXI1	MAX interactor 1, dimerization protein	4601	79760	4.56787386279293	4.06393746655775	5.33966489011005	5.16269554114481	5.29214011517472	5.09706447601743	-0.503936396235177	-0.176969348965241	-0.195075639157285	-0.287942187032941	0.00206599600951704	0.0164060127301625
ENSG00000119953	protein_coding	SMNDC1	survival motor neuron domain containing 1	10285	14221	4.87849759045657	5.09293932125755	4.80192418860647	4.80510367004262	4.75448683071259	4.78817297173033	0.214441730800979	0.003179481436141	0.0336861410177409	0.0847166310656838	0.347964787338786	0.61479812296126
ENSG00000119965	protein_coding	C10orf88	chromosome 10 open reading frame 88	80007	23500	3.51101805309917	3.58298323919537	3.43904943985379	3.57847741308463	3.62022235418143	3.63192554607385	0.0719651860961927	0.139427973230836	0.0117031918924138	0.0746339538437922	0.450798757476536	0.705564188208005
ENSG00000119969	protein_coding	HELLS	helicase, lymphoid-specific	3070	112471	6.10436836440802	6.34584384212952	3.25695277427482	3.08450867258936	4.27569752548808	3.81585078450033	0.241475477721495	-0.172444101685455	-0.459846740987742	-0.117568325834422	0.328343778729062	0.59562175188141
ENSG00000119977	protein_coding	TCTN3	tectonic family member 3	26123	30747	4.80305728683231	4.8835978034934	5.52150717697715	5.55477179133474	5.39442063482106	5.59752062183181	0.0805405166610873	0.0332646143575897	0.203099987010742	0.105761880063204	0.190071952601091	0.434823403271222
ENSG00000119979	protein_coding	FAM45A	family with sequence similarity 45, member A	404636	33898	3.26615798983947	3.49663840476389	3.44596822274862	3.69329404921395	3.72862415850761	3.82010829657817	0.230480414924413	0.247325826465328	0.0914841380705655	0.189665367119945	0.0569267303161355	0.20184328935421
ENSG00000119986	protein_coding	AVPI1	arginine vasopressin-induced 1	60370	9899	3.09221564717459	3.0588974072426	2.54177828017353	2.35757258586087	3.22452091242323	3.3284765660722	-0.0333182399319849	-0.184205694312654	0.103955653648969	-0.0317042251282364	0.776440588369958	0.909070746810076
ENSG00000120008	protein_coding	WDR11	WD repeat domain 11	55717	58349	6.74085217802394	6.77434287425575	6.86991834573855	6.90185434149694	6.82987905339393	6.79868713335394	0.033490696231806	0.0319359957583947	-0.0311919200399924	0.0114977546277067	0.860284211422108	0.944616258331355
ENSG00000120029	protein_coding	C10orf76	chromosome 10 open reading frame 76	79591	210594	4.96972563060704	5.08176115360301	5.35015252123293	5.4123799898014	5.22586726022631	5.36597592674411	0.11203552299597	0.0622274685684792	0.140108666517801	0.10464966421031	0.189634378603114	0.433983881098283
ENSG00000120051	protein_coding	CCDC147	coiled-coil domain containing 147	159686	101326	3.69963486054601	2.98881750456871	0.961604935353493	0.46337754004585	2.75547001876626	1.87055744202222	-0.710817355977299	-0.498227395307644	-0.884912576744038	-0.733536520527938	5.68746595280307e-10	2.0998804320852e-08
ENSG00000120053	protein_coding	GOT1	glutamic-oxaloacetic transaminase 1, soluble	2805	33754	6.00441854461844	5.82355994122409	5.59700649179282	5.60644437280785	5.61288847327387	5.44666885066366	-0.180858603394343	0.00943788101503173	-0.166219622610215	-0.112818126236677	0.107606495491676	0.305448215958
ENSG00000120063	protein_coding	GNA13	guanine nucleotide binding protein (G protein), alpha 13	10672	46124	6.80167098518466	6.920434541682	6.92005604712392	6.94138833479013	6.61967943931058	6.6397672915894	0.118763556497337	0.0213322876662145	0.020087852278813	0.0535590405181388	0.417987418721086	0.678112842765779
ENSG00000120068	protein_coding	HOXB8	homeobox B8	3218	3562	4.88460977506907	4.947452245323	4.09317835300231	4.46066381086765	4.87032842825235	5.00376312893102	0.0628424702539352	0.367485457865339	0.133434700678666	0.184996663200893	0.0429231737190694	0.166580166044272
ENSG00000120071	protein_coding	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	195458	5.8818280901666	5.81683385415264	5.75159437679153	5.63545441782687	5.70422840397147	5.6504813909992	-0.0649942360139635	-0.116139958964662	-0.0537470129722744	-0.0783867807398694	0.226945676395804	0.48558701720297
ENSG00000120075	protein_coding	HOXB5	homeobox B5	3215	2704	3.74904763345223	3.87890045699438	3.17326463172042	3.44672936306072	3.86154735407931	4.1425813363991	0.129852823542146	0.273464731340302	0.281033982319782	0.227579821005913	0.0193139619886783	0.0932434152284945
