EnsemblGeneID	Cellline1_CON	Cellline1_DEX	Cellline2_CON	Cellline2_DEX	Cellline3_CON	Cellline3_DEX
ENSG00000273307	1	0	0	0	0	0
ENSG00000273308	23	16	26	18	24	21
ENSG00000273311	226	198	408	398	201	213
ENSG00000273312	0	1	1	0	0	0
ENSG00000273313	0	0	0	0	0	1
ENSG00000273314	79	63	48	66	58	59
ENSG00000273319	1	0	1	0	1	1
ENSG00000273320	0	0	1	2	0	1
ENSG00000273321	8	5	1	0	0	0
ENSG00000273323	0	0	0	0	0	0
ENSG00000273325	2	0	0	0	0	0
ENSG00000273326	0	0	0	0	0	0
ENSG00000273327	3	1	6	0	4	2
ENSG00000273328	0	0	0	0	0	0
ENSG00000273329	165	124	171	130	184	143
ENSG00000273330	0	0	0	0	0	0
ENSG00000273331	0	0	0	0	0	0
ENSG00000273333	0	0	0	1	0	1
ENSG00000273335	11	8	6	11	5	4
ENSG00000273336	4	2	3	0	0	0
ENSG00000273338	4	7	4	2	6	3
ENSG00000273340	92	84	76	76	66	43
ENSG00000273341	0	0	0	1	0	0
ENSG00000273342	0	0	0	0	0	1
ENSG00000273343	33	22	29	20	20	20
ENSG00000273344	274	237	210	174	194	130
ENSG00000273345	7	4	5	8	6	3
ENSG00000273348	4	1	2	1	1	2
ENSG00000273350	6	12	8	8	17	11
ENSG00000273352	19	10	17	20	10	7
ENSG00000273353	5	2	3	3	5	3
ENSG00000273355	16	16	17	26	14	9
ENSG00000273356	4	1	18	17	12	22
ENSG00000273360	0	0	0	0	0	0
ENSG00000273361	0	0	0	0	0	0
ENSG00000273362	0	0	0	0	0	0
ENSG00000273363	8	15	11	22	13	8
ENSG00000273365	0	0	0	0	2	0
ENSG00000273366	25	48	48	49	23	26
ENSG00000273367	2	2	11	8	1	1
ENSG00000273368	13	15	10	14	11	4
ENSG00000273369	26	14	19	19	20	13
ENSG00000273370	0	0	0	0	0	0
ENSG00000273372	0	0	0	1	2	0
ENSG00000273373	186	110	155	138	113	98
ENSG00000273374	6	11	2	5	15	10
ENSG00000273375	4	3	8	3	0	2
ENSG00000273377	0	0	0	0	0	0
ENSG00000273381	4	2	7	3	10	4
ENSG00000273382	40	37	79	68	41	32
ENSG00000273384	0	0	0	0	1	3
ENSG00000273387	44	28	39	40	47	25
ENSG00000273388	0	0	0	0	0	0
ENSG00000273389	0	1	2	1	0	0
ENSG00000273391	41	37	22	22	19	17
ENSG00000273394	2	0	1	2	0	1
ENSG00000273396	0	0	0	0	0	0
ENSG00000273397	0	0	0	0	0	0
ENSG00000273398	0	0	0	0	0	0
ENSG00000273399	6	1	1	3	2	1
ENSG00000273402	31	14	22	18	19	16
ENSG00000273403	1	2	0	0	3	1
ENSG00000273406	0	1	0	0	1	0
ENSG00000273407	0	0	1	0	0	1
ENSG00000273408	0	0	0	0	0	0
ENSG00000273409	0	0	0	0	0	0
ENSG00000273413	0	0	0	0	0	0
ENSG00000273415	0	0	0	0	0	0
ENSG00000273416	3	0	4	4	9	6
ENSG00000273419	7	5	5	5	6	7
ENSG00000273420	0	0	0	0	0	0
ENSG00000273423	0	0	0	0	1	0
ENSG00000273424	9	2	3	3	4	3
ENSG00000273428	4	1	0	2	3	2
ENSG00000273431	0	0	0	0	0	0
ENSG00000273432	14	3	12	7	3	2
ENSG00000273433	0	0	0	0	0	0
ENSG00000273434	0	0	0	0	0	0
ENSG00000273437	9	8	9	3	13	5
ENSG00000273442	0	0	0	0	0	0
ENSG00000273443	98	82	90	86	108	78
ENSG00000273444	1	0	1	0	0	1
ENSG00000273445	0	0	2	2	2	0
ENSG00000273447	39	37	23	25	32	22
ENSG00000273448	32	19	46	44	50	29
ENSG00000273449	45	34	46	60	21	9
ENSG00000273450	2	2	1	1	3	4
ENSG00000273451	14	22	6	12	7	6
ENSG00000273454	2	3	5	4	3	6
ENSG00000273455	0	1	0	1	1	0
ENSG00000273456	19	24	28	20	46	22
ENSG00000273457	0	0	0	0	0	0
ENSG00000273461	0	0	0	0	0	0
ENSG00000273464	3	1	1	2	3	1
ENSG00000273466	0	2	0	0	0	0
ENSG00000273471	0	0	0	0	0	0
ENSG00000273472	94	44	98	66	94	66
ENSG00000273473	10	5	14	9	7	4
ENSG00000273474	6	3	1	2	2	4
ENSG00000273476	2	1	1	1	0	1
ENSG00000273477	77	67	71	100	47	34
ENSG00000273478	50	20	41	35	30	18
ENSG00000273481	1	2	1	1	1	1
ENSG00000273483	6	6	16	12	3	2
ENSG00000273484	0	0	0	0	0	0
ENSG00000273485	0	0	0	0	0	1
ENSG00000273486	42	48	38	20	15	12
ENSG00000273487	3	4	8	7	4	2
ENSG00000273488	21	18	30	25	25	10
ENSG00000273489	13	9	15	7	5	5
ENSG00000273492	4	7	4	2	7	3
ENSG00000273493	1	0	0	1	1	0
ENSG00000273494	0	0	0	0	0	0
ENSG00000273495	0	0	0	0	0	0
ENSG00000273496	0	0	0	0	0	0
ENSG00000273497	0	0	0	0	0	0
ENSG00000273498	0	0	0	0	0	0
ENSG00000273499	0	0	0	0	0	0
ENSG00000273500	0	0	0	0	0	0
ENSG00000273501	0	0	0	0	0	0
ENSG00000273502	0	0	0	0	0	0
ENSG00000273503	0	0	0	0	0	0
ENSG00000273504	0	0	0	0	0	0
ENSG00000273505	0	0	0	0	0	0
ENSG00000273506	0	0	0	0	0	0
ENSG00000273507	19	15	6	5	7	5
ENSG00000273508	0	0	0	0	0	0
ENSG00000273509	0	0	0	1	2	4
ENSG00000273510	0	0	0	0	0	0
ENSG00000273511	0	0	0	0	0	0
ENSG00000273512	0	0	0	0	0	0
ENSG00000273513	102	53	78	55	71	47
ENSG00000273514	4	3	2	1	2	1
ENSG00000273515	0	0	0	0	0	0
ENSG00000273516	0	0	0	0	0	0
ENSG00000273517	0	0	0	0	0	0
ENSG00000273518	0	0	0	0	0	0
ENSG00000273519	0	0	0	0	0	0
ENSG00000273520	30	16	14	24	18	13
ENSG00000273521	33	20	31	39	44	39
ENSG00000273522	0	0	0	0	0	0
ENSG00000273523	9	4	6	3	4	2
ENSG00000273524	0	0	1	0	2	1
ENSG00000273525	0	0	0	0	0	0
ENSG00000273526	0	0	0	0	0	0
ENSG00000273527	0	0	0	0	0	0
ENSG00000273528	0	0	0	0	0	0
ENSG00000273529	0	0	0	0	0	0
ENSG00000273530	0	0	0	0	0	0
ENSG00000273531	21	18	30	39	31	18
ENSG00000273532	0	0	0	0	0	0
ENSG00000273533	0	0	0	0	0	0
ENSG00000273534	0	0	0	0	0	0
ENSG00000273535	0	0	0	0	0	0
ENSG00000273536	0	0	0	0	0	0
ENSG00000273537	0	0	0	0	0	0
ENSG00000273538	0	0	0	0	0	0
ENSG00000273539	0	0	0	0	0	0
ENSG00000273540	0	0	0	0	0	0
ENSG00000273541	0	0	0	0	0	0
ENSG00000273542	14	16	13	16	22	10
ENSG00000273543	0	0	0	0	0	0
ENSG00000273544	0	0	0	0	0	0
ENSG00000273545	0	0	0	0	0	1
ENSG00000273546	0	0	0	0	0	0
ENSG00000273547	0	0	0	0	0	0
ENSG00000273548	0	0	0	0	0	0
ENSG00000273549	1	2	1	2	0	0
ENSG00000273550	0	0	0	0	0	0
ENSG00000273551	0	1	0	0	2	0
ENSG00000273552	0	3	0	0	0	0
ENSG00000273553	0	0	0	0	0	0
ENSG00000273554	0	0	0	0	0	0
ENSG00000273555	2	0	1	2	0	0
ENSG00000273556	0	0	0	0	0	0
ENSG00000273557	2	4	1	4	6	6
ENSG00000273558	0	0	1	0	0	0
ENSG00000273559	1707	1198	1776	1447	1597	1203
ENSG00000273560	0	0	0	0	0	0
ENSG00000273561	0	0	0	0	0	0
ENSG00000273562	0	0	0	0	0	0
ENSG00000273563	0	0	0	0	0	0
ENSG00000273564	0	0	0	0	0	0
ENSG00000273565	1	2	2	1	0	1
ENSG00000273566	0	0	0	0	0	0
ENSG00000273567	0	0	0	0	0	0
ENSG00000273568	54	31	42	45	34	31
ENSG00000273569	0	0	0	0	0	0
ENSG00000273570	0	0	0	0	0	0
ENSG00000273571	0	0	0	0	0	0
ENSG00000273572	0	0	0	0	0	0
ENSG00000273573	0	0	0	0	0	0
ENSG00000273574	0	0	0	0	0	0
ENSG00000273575	0	0	0	0	0	0
ENSG00000273576	129	52	144	112	111	84
ENSG00000273577	0	0	0	0	0	0
ENSG00000273578	0	0	0	0	0	0
ENSG00000273579	0	0	0	0	0	0
ENSG00000273580	0	0	0	1	0	0
ENSG00000273581	0	0	0	0	0	0
ENSG00000273582	0	0	0	0	0	0
ENSG00000273583	0	0	0	0	0	0
ENSG00000273584	0	0	0	0	1	0
ENSG00000273585	0	0	0	0	0	1
ENSG00000273586	0	0	0	0	0	0
ENSG00000273587	0	0	0	0	0	0
ENSG00000273588	0	0	0	0	0	0
ENSG00000273589	0	0	0	0	0	0
ENSG00000273590	441	376	464	436	493	407
ENSG00000273591	0	0	0	1	0	1
ENSG00000273592	0	0	0	0	0	0
ENSG00000273593	0	0	0	0	0	0
ENSG00000273594	0	0	0	0	0	0
ENSG00000273595	0	0	0	0	0	0
ENSG00000273596	0	0	0	0	0	0
ENSG00000273597	6	3	2	2	3	2
ENSG00000273598	27	23	38	34	31	22
ENSG00000273599	150	120	109	93	121	117
ENSG00000273600	0	0	0	0	0	0
ENSG00000273601	0	0	0	0	0	0
ENSG00000273602	0	0	0	0	0	0
ENSG00000273603	0	0	0	0	0	0
ENSG00000273604	598	564	491	514	472	436
ENSG00000273605	0	0	0	0	0	0
ENSG00000273606	0	1	0	2	0	0
ENSG00000273607	0	0	0	0	0	0
ENSG00000273608	0	0	0	0	0	0
ENSG00000273609	3	1	0	0	0	0
ENSG00000273610	0	0	0	0	0	0
ENSG00000273611	1688	1337	1128	1034	1257	957
ENSG00000273612	0	0	0	0	0	0
ENSG00000273613	0	0	0	0	0	0
ENSG00000273614	0	0	0	0	0	0
ENSG00000273615	0	0	1	0	1	0
ENSG00000273616	0	0	0	0	0	0
ENSG00000273617	0	0	0	0	0	0
ENSG00000273618	1	1	1	0	2	1
ENSG00000273619	95	67	70	98	87	77
ENSG00000273620	0	0	0	0	0	0
ENSG00000273621	0	0	0	0	0	0
ENSG00000273622	0	0	0	0	0	0
ENSG00000273623	0	0	0	0	0	0
ENSG00000273624	0	0	0	0	0	0
ENSG00000273625	12	13	5	6	4	5
ENSG00000273626	0	0	0	0	0	0
ENSG00000273627	0	0	0	0	0	0
ENSG00000273628	43	65	48	42	42	45
ENSG00000273629	0	0	0	0	0	0
ENSG00000273630	0	0	0	0	0	0
ENSG00000273631	0	0	0	0	0	0
ENSG00000273632	0	0	0	0	0	0
ENSG00000273633	0	0	0	0	0	0
ENSG00000273634	0	0	0	0	0	0
ENSG00000273635	0	0	0	0	0	0
ENSG00000273636	0	0	0	0	0	0
ENSG00000273637	0	0	0	0	0	0
ENSG00000273638	0	0	0	0	0	0
ENSG00000273639	0	0	0	0	0	0
ENSG00000273640	0	0	0	0	1	0
ENSG00000273641	0	0	0	0	0	0
ENSG00000273642	0	0	0	0	0	0
ENSG00000273643	0	0	0	0	0	0
ENSG00000273644	0	0	0	0	0	0
ENSG00000273645	0	0	0	0	0	0
ENSG00000273646	0	0	0	0	0	0
ENSG00000273647	0	0	0	0	0	0
ENSG00000273648	0	0	0	0	0	0
ENSG00000273649	0	0	0	0	0	0
ENSG00000273650	0	0	0	0	0	0
ENSG00000273651	0	0	0	0	0	0
ENSG00000273652	0	0	0	0	0	0
ENSG00000273653	0	0	0	0	1	0
ENSG00000273654	1118	991	878	994	841	804
ENSG00000273655	0	0	0	0	0	0
ENSG00000273656	0	0	0	0	0	0
ENSG00000273657	0	0	0	0	0	0
ENSG00000273658	2	2	5	1	3	0
ENSG00000273659	0	0	0	0	0	0
ENSG00000273660	0	0	0	0	0	0
ENSG00000273661	0	0	0	0	0	0
ENSG00000273662	3	1	3	0	0	0
ENSG00000273663	0	0	0	0	2	1
ENSG00000273664	2	1	1	3	0	0
ENSG00000273665	0	0	0	0	0	0
ENSG00000273666	0	0	0	0	0	0
ENSG00000273667	0	0	0	0	0	0
ENSG00000273668	0	0	1	1	0	0
ENSG00000273669	11	5	0	1	1	0
ENSG00000273670	0	0	0	0	0	0
ENSG00000273671	0	0	0	0	0	0
ENSG00000273672	0	0	0	0	0	0
ENSG00000273673	0	0	0	0	0	0
ENSG00000273674	4	2	3	6	7	0
ENSG00000273675	0	0	0	0	0	0
ENSG00000273676	0	0	0	0	0	0
ENSG00000273677	6	4	1	1	2	0
ENSG00000273678	0	0	0	0	0	0
ENSG00000273679	91	89	104	92	106	83
ENSG00000273680	42	19	41	36	22	16
ENSG00000273681	0	0	0	0	0	0
ENSG00000273682	4	3	2	0	1	2
ENSG00000273683	0	0	0	0	0	0
ENSG00000273684	0	0	0	0	0	0
ENSG00000273685	0	0	0	0	0	0
ENSG00000273686	0	0	0	0	0	0
ENSG00000273687	9	7	2	8	4	1
ENSG00000273688	0	0	0	0	0	0
ENSG00000273689	0	0	0	0	0	0
ENSG00000273690	0	0	0	0	0	0
ENSG00000273691	0	0	0	0	1	0
ENSG00000273692	0	0	0	0	0	0
ENSG00000273693	0	0	2	2	2	1
ENSG00000273694	7	2	0	2	3	4
ENSG00000273695	0	0	0	0	0	0
ENSG00000273696	0	0	0	0	0	0
ENSG00000273697	0	0	0	0	0	0
ENSG00000273698	0	0	0	0	0	0
ENSG00000273699	0	0	0	0	2	4
ENSG00000273700	0	0	0	0	0	0
ENSG00000273701	0	0	0	0	0	0
ENSG00000273702	48	34	40	37	20	20
ENSG00000273703	0	0	0	0	0	0
ENSG00000273704	0	0	0	0	0	0
ENSG00000273705	0	0	0	0	0	0
ENSG00000273706	669	350	890	629	852	536
ENSG00000273707	0	0	0	0	0	0
ENSG00000273708	0	0	0	0	0	0
ENSG00000273709	0	0	0	2	0	0
ENSG00000273710	0	0	0	0	0	0
ENSG00000273711	0	0	0	0	0	0
ENSG00000273712	1	0	1	1	4	4
ENSG00000273713	0	0	0	0	0	0
ENSG00000273714	0	0	0	0	0	0
ENSG00000273715	0	0	0	0	0	0
ENSG00000273716	0	0	0	0	0	0
ENSG00000273717	0	0	0	0	0	0
ENSG00000273718	0	0	0	0	0	1
ENSG00000273719	0	0	0	0	0	0
ENSG00000273720	1	0	1	0	0	0
ENSG00000273721	0	0	0	0	0	0
ENSG00000273722	0	0	0	0	0	0
ENSG00000273723	66	71	94	93	79	63
ENSG00000273724	7	4	12	4	12	5
ENSG00000273725	0	0	0	0	0	0
ENSG00000273726	0	0	0	0	0	0
ENSG00000273727	0	0	0	0	0	0
ENSG00000273728	0	0	0	0	0	0
ENSG00000273729	56	18	65	56	31	26
ENSG00000273730	0	0	0	0	0	0
ENSG00000273731	0	0	0	0	0	0
ENSG00000273732	0	0	0	0	0	0
ENSG00000273733	5	2	4	2	2	2
ENSG00000273734	0	0	0	0	0	0
ENSG00000273735	0	0	0	0	0	0
ENSG00000273736	1	0	0	0	0	0
ENSG00000273737	0	0	0	0	0	0
ENSG00000273738	0	0	0	0	0	0
ENSG00000273739	0	0	0	0	0	0
ENSG00000273740	0	0	0	0	0	0
ENSG00000273741	0	0	0	0	0	0
ENSG00000273742	0	0	0	0	0	0
ENSG00000273743	3	2	0	0	1	3
ENSG00000273744	0	0	0	0	0	0
ENSG00000273745	0	1	1	0	1	0
ENSG00000273746	0	0	0	0	0	0
ENSG00000273747	4	2	5	2	1	2
ENSG00000273748	0	0	0	0	0	0
ENSG00000273749	11307	10053	10494	11656	9874	9157
ENSG00000273750	0	0	0	0	0	0
ENSG00000273751	0	0	0	0	0	0
ENSG00000273752	0	0	0	0	0	0
ENSG00000273753	0	0	0	0	0	0
ENSG00000273754	0	0	0	0	0	0
ENSG00000273755	0	0	0	0	0	0
ENSG00000273756	0	0	0	0	0	0
ENSG00000273757	0	0	0	0	0	0
ENSG00000273758	0	0	0	0	0	0
ENSG00000273759	30	15	36	28	25	9
ENSG00000273760	109	137	347	506	956	1006
ENSG00000273761	0	0	0	0	0	0
ENSG00000273762	0	0	0	0	0	0
ENSG00000273763	2	1	9	5	5	2
ENSG00000273764	0	0	0	0	0	0
ENSG00000273765	1	1	3	3	3	0
ENSG00000273766	0	0	0	0	0	0
ENSG00000273767	1	0	0	0	0	0
ENSG00000273768	1	1	1	4	0	0
ENSG00000273769	26	11	8	5	28	30
ENSG00000273770	0	0	0	0	0	0
ENSG00000273771	0	0	0	0	2	2
ENSG00000273772	0	0	0	0	0	0
ENSG00000273773	0	0	0	0	0	0
ENSG00000273774	0	0	0	0	0	0
ENSG00000273775	0	0	0	0	0	0
ENSG00000273776	0	0	0	0	0	0
ENSG00000273777	10	15	0	0	3	2
ENSG00000273778	0	0	0	0	0	0
ENSG00000273779	0	1	0	0	0	0
ENSG00000273780	0	0	0	0	0	0
ENSG00000273781	2	2	2	3	2	2
ENSG00000273782	0	0	0	0	0	0
ENSG00000273783	26	19	46	41	24	26
ENSG00000273784	4	4	1	0	3	0
ENSG00000273785	0	0	0	0	0	0
ENSG00000273786	1	3	0	0	0	0
ENSG00000273787	0	0	0	0	0	0
ENSG00000273788	0	0	0	0	0	0
ENSG00000273789	0	0	0	0	0	0
ENSG00000273790	0	0	0	0	0	0
ENSG00000273791	0	0	1	0	0	0
ENSG00000273792	2	1	1	2	7	2
ENSG00000273793	0	0	0	0	0	0
ENSG00000273794	0	0	0	0	0	0
ENSG00000273795	0	0	0	0	0	0
ENSG00000273796	153	92	145	146	119	119
ENSG00000273797	2	3	0	2	0	1
ENSG00000273798	0	0	0	0	0	0
ENSG00000273799	0	0	0	0	0	0
ENSG00000273800	0	0	0	0	0	0
ENSG00000273801	0	0	0	0	0	0
ENSG00000273802	36	26	53	46	63	47
ENSG00000273803	0	0	0	0	0	0
ENSG00000273804	0	0	0	0	0	0
ENSG00000273805	1	0	0	0	0	0
ENSG00000273806	0	0	0	0	0	0
ENSG00000273807	0	0	0	0	0	0
ENSG00000273808	0	0	0	0	0	0
ENSG00000273809	0	0	0	0	0	0
ENSG00000273810	0	0	0	0	0	0
ENSG00000273811	3	5	3	1	2	1
ENSG00000273812	96	28	47	30	203	75
ENSG00000273813	0	0	0	0	2	0
ENSG00000273814	0	0	0	0	0	0
ENSG00000273815	0	0	0	0	0	0
ENSG00000273816	2	1	4	0	1	0
ENSG00000273817	0	0	0	0	0	0
ENSG00000273818	0	0	1	0	0	0
ENSG00000273819	1	0	2	0	0	0
ENSG00000273820	221	157	251	204	261	182
ENSG00000273821	15	16	7	10	5	3
ENSG00000273822	0	0	0	0	0	0
ENSG00000273823	27	14	26	14	15	11
ENSG00000273824	0	1	0	1	0	0
ENSG00000273825	1	1	3	3	2	1
ENSG00000273826	0	0	0	0	0	0
ENSG00000273827	0	0	0	0	0	0
ENSG00000273828	9	7	9	10	11	11
ENSG00000273829	0	0	0	0	0	0
ENSG00000273830	0	0	0	0	0	0
ENSG00000273831	0	0	0	0	0	0
ENSG00000273832	0	0	0	0	0	0
ENSG00000273833	0	0	0	0	0	0
ENSG00000273834	0	0	0	0	0	0
ENSG00000273835	0	0	0	0	0	0
ENSG00000273836	0	0	0	0	0	0
ENSG00000273837	5	2	0	0	0	0
ENSG00000273838	0	0	0	0	0	0
ENSG00000273839	0	0	0	0	0	0
ENSG00000273840	0	0	0	0	0	0
ENSG00000273841	17	18	21	15	14	20
ENSG00000273842	0	0	0	0	0	0
ENSG00000273843	0	0	0	0	0	0
ENSG00000273844	0	0	0	0	0	0
ENSG00000273845	0	0	0	0	0	0
ENSG00000273846	0	0	0	0	0	0
ENSG00000273847	0	0	0	0	0	0
ENSG00000273848	0	0	0	0	0	0
ENSG00000273849	1	0	0	0	0	0
ENSG00000273850	0	0	0	0	0	0
ENSG00000273851	0	0	0	0	1	0
ENSG00000273852	0	0	0	0	0	0
ENSG00000273853	12	9	1	3	1	3
ENSG00000273854	0	0	0	0	0	0
ENSG00000273855	0	0	0	0	1	0
ENSG00000273856	0	0	0	0	0	0
ENSG00000273857	1	0	0	0	0	0
ENSG00000273858	0	0	0	0	0	0
ENSG00000273859	0	0	0	0	0	0
ENSG00000273860	0	0	0	0	0	0
ENSG00000273861	0	0	0	0	0	0
ENSG00000273862	0	0	0	0	0	0
ENSG00000273863	0	0	0	0	0	0
ENSG00000273864	0	0	0	0	0	0
ENSG00000273865	0	0	0	0	0	0
ENSG00000273866	0	0	0	0	1	0
ENSG00000273867	0	0	0	0	0	0
ENSG00000273868	0	0	0	0	0	0
ENSG00000273869	0	0	0	0	0	0
ENSG00000273870	3	2	0	1	1	0
ENSG00000273871	0	0	0	0	0	0
ENSG00000273872	0	0	0	0	0	0
ENSG00000273873	0	0	0	0	0	0
ENSG00000273874	28	18	12	15	16	18
ENSG00000273875	0	0	0	0	0	0
ENSG00000273876	0	0	0	0	0	0
ENSG00000273877	0	0	0	0	0	0
ENSG00000273878	0	0	0	0	0	0
ENSG00000273879	0	0	0	0	0	0
ENSG00000273880	0	0	0	0	0	0
ENSG00000273881	0	0	0	0	0	0
ENSG00000273882	0	0	0	0	0	0
ENSG00000273883	0	0	0	0	0	0
ENSG00000273884	0	0	0	0	0	0
ENSG00000273885	0	0	0	0	0	0
ENSG00000273886	0	0	0	0	0	0
ENSG00000273887	0	0	0	0	0	0
ENSG00000273888	125	111	240	212	118	117
ENSG00000273889	0	0	0	0	0	0
ENSG00000273890	2	1	2	5	1	1
ENSG00000273891	36	61	25	26	39	23
ENSG00000273892	0	0	0	0	0	0
ENSG00000273893	14	10	30	28	37	19
ENSG00000273894	0	0	0	0	0	0
ENSG00000273895	0	0	0	0	0	0
ENSG00000273896	0	0	0	0	0	0
ENSG00000273897	36	20	36	33	17	20
ENSG00000273898	0	0	0	0	0	0
ENSG00000273899	172	159	145	138	188	153
ENSG00000273900	0	1	0	0	0	0
ENSG00000273901	4	4	4	7	5	7
ENSG00000273902	0	0	0	0	0	0
ENSG00000273903	2	1	1	1	1	1
ENSG00000273904	0	0	0	1	0	0
ENSG00000273905	0	0	0	0	0	0
ENSG00000273906	1	0	0	0	0	0
ENSG00000273907	0	0	1	0	0	0
ENSG00000273908	0	0	0	0	0	0
ENSG00000273909	0	0	0	0	0	0
ENSG00000273910	0	0	0	0	0	0
ENSG00000273911	0	0	0	0	0	0
ENSG00000273912	0	0	0	0	0	0
ENSG00000273913	2	0	0	0	0	0
ENSG00000273914	0	0	0	0	0	0
ENSG00000273915	0	0	0	0	0	0
ENSG00000273916	0	0	0	0	0	0
ENSG00000273917	0	0	0	0	0	0
ENSG00000273918	0	0	0	0	0	0
ENSG00000273919	0	0	0	0	0	0
ENSG00000273920	9	12	5	2	2	3
ENSG00000273921	0	0	0	0	0	0
ENSG00000273922	0	0	0	0	0	0
ENSG00000273923	0	0	0	0	0	0
ENSG00000273924	0	0	0	0	0	0
ENSG00000273925	1	2	0	0	0	1
ENSG00000273926	0	0	3	0	0	1
ENSG00000273927	0	0	0	0	0	0
ENSG00000273928	0	0	0	0	0	0
ENSG00000273929	0	0	0	0	0	0
ENSG00000273930	0	0	0	0	0	0
ENSG00000273931	0	0	0	0	0	0
ENSG00000273932	0	0	0	2	1	1
ENSG00000273933	0	0	0	0	2	2
ENSG00000273934	0	0	0	0	0	0
ENSG00000273935	0	0	0	0	0	0
ENSG00000273936	0	0	0	0	0	0
ENSG00000273937	0	0	0	0	0	0
ENSG00000273938	0	0	0	0	0	0
ENSG00000273939	0	0	0	0	0	0
ENSG00000273940	0	0	0	0	0	0
ENSG00000273941	0	0	0	0	2	0
ENSG00000273942	0	0	0	0	0	0
ENSG00000273943	0	0	0	0	0	0
ENSG00000273944	0	0	0	0	0	0
ENSG00000273945	0	0	0	0	0	0
ENSG00000273946	2	0	0	0	0	0
ENSG00000273947	0	0	0	0	0	0
ENSG00000273948	0	0	0	0	0	0
ENSG00000273949	0	0	0	0	0	0
ENSG00000273950	2	1	0	1	0	3
ENSG00000273951	1	2	1	3	0	2
ENSG00000273952	0	0	0	0	0	0
ENSG00000273953	0	0	0	0	0	0
ENSG00000273954	0	0	0	0	0	0
ENSG00000273955	0	0	0	0	0	0
ENSG00000273956	0	0	0	0	0	0
ENSG00000273957	0	0	0	0	0	0
ENSG00000273958	0	0	0	1	2	0
ENSG00000273959	0	0	0	0	0	0
ENSG00000273960	4	3	1	0	0	0
ENSG00000273961	0	0	0	0	0	0
ENSG00000273962	0	0	0	0	0	0
ENSG00000273963	0	0	9	3	0	0
ENSG00000273964	0	0	0	0	0	0
ENSG00000273965	2	1	0	2	3	0
ENSG00000273966	0	0	0	1	0	0
ENSG00000273967	18	6	15	25	23	6
ENSG00000273968	0	0	0	0	0	0
ENSG00000273969	0	0	0	0	0	0
ENSG00000273970	23	15	13	19	15	13
ENSG00000273971	0	0	0	0	0	0
ENSG00000273972	3	2	0	3	0	0
ENSG00000273973	6	3	2	2	4	4
ENSG00000273974	0	0	0	0	0	0
ENSG00000273975	2	4	1	1	5	2
ENSG00000273976	0	0	0	0	0	0
ENSG00000273977	0	0	0	0	0	0
ENSG00000273978	0	0	0	0	0	0
ENSG00000273979	1	0	0	0	0	0
ENSG00000273980	2	1	1	4	2	4
ENSG00000273981	0	0	0	0	0	0
ENSG00000273982	0	0	0	0	0	0
ENSG00000273983	21	25	1	4	4	12
ENSG00000273984	0	0	0	0	0	0
ENSG00000273985	0	0	0	0	0	0
ENSG00000273986	0	0	0	0	0	0
ENSG00000273987	12	12	5	5	8	5
ENSG00000273988	0	0	0	0	0	0
ENSG00000273989	1	0	4	1	2	0
ENSG00000273990	0	0	0	0	0	0
ENSG00000273991	0	0	0	0	0	0
ENSG00000273992	0	0	0	0	0	0
ENSG00000273993	0	0	0	0	0	0
ENSG00000273994	0	0	0	0	0	0
ENSG00000273995	0	0	0	0	0	0
ENSG00000273996	0	0	0	0	0	0
ENSG00000273997	0	0	0	0	0	0
ENSG00000273998	5	4	5	5	5	3
ENSG00000273999	0	0	0	0	0	0
ENSG00000274000	0	0	0	0	0	0
ENSG00000274001	10	5	11	15	4	1
ENSG00000274002	2	0	2	0	0	0
ENSG00000274003	0	0	0	0	0	0
ENSG00000274004	0	0	0	0	0	0
ENSG00000274005	0	0	0	0	0	0
ENSG00000274006	0	0	0	0	0	0
ENSG00000274007	0	0	0	0	0	0
ENSG00000274008	0	0	0	0	1	0
ENSG00000274009	0	0	0	0	0	0
ENSG00000274010	2	0	2	0	0	1
ENSG00000274011	1	1	4	3	1	0
ENSG00000274012	527	275	1706	2627	1908	1382
ENSG00000274013	0	0	0	0	0	0
ENSG00000274014	0	0	1	0	0	0
ENSG00000274015	4	5	12	6	8	3
ENSG00000274016	0	0	0	0	0	0
ENSG00000274017	0	0	0	0	0	1
ENSG00000274018	0	0	0	0	0	0
ENSG00000274019	3	0	8	2	1	1
ENSG00000274020	237	157	285	242	237	207
ENSG00000274021	6	3	0	3	2	4
ENSG00000274022	0	0	0	0	0	0
ENSG00000274023	0	0	0	1	0	0
ENSG00000274024	8	7	7	10	13	5
ENSG00000274025	0	0	0	0	0	0
ENSG00000274026	106	77	47	55	82	67
ENSG00000274027	0	0	0	0	0	0
ENSG00000274028	0	0	0	0	0	0
ENSG00000274029	0	1	0	0	0	0
ENSG00000274030	0	0	0	0	0	0
ENSG00000274031	1	0	1	3	1	3
ENSG00000274032	0	0	0	0	0	0
ENSG00000274033	0	0	0	0	0	0
ENSG00000274034	1	0	0	0	0	0
ENSG00000274035	0	0	0	0	0	0
ENSG00000274036	0	0	0	0	0	0
ENSG00000274037	0	0	0	0	0	0
ENSG00000274038	4	5	1	4	3	7
ENSG00000274039	0	0	0	0	0	0
ENSG00000274040	0	0	0	0	0	0
ENSG00000274041	0	0	0	0	0	0
ENSG00000274042	0	0	0	0	0	0
ENSG00000274043	0	0	0	0	0	0
