"Cell_types"	"Human"	"Theria (Live birth Mammals)"	"Mammalia (Placental mammals, Marsupials and Monotremes)"	"Amniota (Four limbed vertebrates with terrestrial eggs)"	"Euteleostomi (Bony vertebrates)"	"Chordata (Have a notochord/spinal column)"	"Deuterostomia (Mouth comes second, after anus)"	"Coelomata (Body cavity forming)"	"Bilateria (Bilateral symmetry forming)"	"Eumetazoa (True tissue forming animals)"	"Opisthokonta (Animal-like and Fungi-like)"	"Eukaryota"	"Cellular organisms"
"non t non b acute lymphoblastic leukemia (all) cell line"	-0.333764411314538	1.30445465741493	-1.24524279549465	1.31930236890811	-0.254043213130678	-0.957418983814654	0.615650954453063	0.279487672490412	-1.36657592258328	-0.185718347429646	1.43316669159182	0.465467463251316	-0.547354420321069
"non-small cell lung cancer cell line"	-1.2941730178903	0.344816164995398	0.268235256005303	0.106975670150266	-0.357288516916637	-0.317412965025528	1.32604123995924	0.148236201341847	-0.784131357645972	0.324884804223763	0.0112601672713329	-0.231087432338342	0.0554295049160202
"normal embryonic palatal mesenchymal cell line"	0.46470225643709	-0.270930050026802	-1.07127953974035	-0.402837087373914	1.30640633113887	0.491370613517188	0.277785652075246	0.36920751979269	0.78459491789035	0.105308542600824	0.24900097856256	-0.95530126503541	-0.196854458155965
"normal intestinal epithelial cell line"	-0.240312487794422	0.16211458143238	-1.09655737972406	-0.720434567207581	0.49730789144524	1.76334959940956	0.541209877450884	0.323929175980446	-0.209351533887577	0.0910468743397829	-0.371693000410786	-0.571369064775038	-0.153247339883851
"oral squamous cell carcinoma cell line"	-0.264773579332139	0.477125880523947	-1.13547586773897	0.280428503814122	-0.21231725245389	-0.142818079199274	0.780672289944776	-0.144206318358221	0.666052558866758	0.223454499133067	0.949710759342786	0.42957980275913	-0.37358483196415
"osteoclastoma cell line"	-0.634451805355732	0.305268287045777	0.231910278707962	-0.209554158804008	0.785939470614659	0.411761368215047	0.406665745420817	0.43696778318178	1.02824242538836	0.237450799628441	-0.709148116365286	-0.00622638701644511	-0.389629145714616
"osteosarcoma cell line"	-1.21721771359054	0.0541146266163163	-0.96716784271544	-0.470634276833956	-0.437299009028425	-0.139527829835155	0.420075995927515	0.378291937023565	0.00146510004322196	0.361435441698209	0.0940170564860961	0.75989642017643	-0.24816999877631
"pagetoid sarcoma cell line"	-0.324521503589798	0.788223908136689	0.178278935655655	0.618287062258901	0.350116271580212	0.850441355432731	0.926575466244525	0.0282756706212474	-0.427646858463408	1.03740474150991	0.269124107724481	-0.418984954230731	-0.55612595352916
"pancreatic carcinoma cell line"	-0.207341112306185	0.0464972228347156	0.426863299206874	1.27219688580158	-1.36450010273297	-0.659904781618337	-0.58973543859424	0.0110463142228385	0.355453102474157	0.0600172071696174	1.4161049259975	0.913372414698538	-0.202370925542194
"papillary adenocarcinoma cell line"	0.00752995642151492	0.0664300996104583	0.178278935655655	-0.101255077494614	0.137744163084726	0.722862152589413	0.348943244597038	0.64059766191591	-0.427646858463408	0.294169328666376	0.269124107724481	-0.0466096981823094	-0.390076102726422
"papillotubular adenocarcinoma cell line"	-0.427068446594299	0.964189921376761	-0.0392622952760586	0.440514986106303	0.410427383962617	0.417511458976503	1.22547444901378	0.487409719512002	0.630598832830583	1.01382778732605	0.521911902883369	-0.431401629435205	-0.756319168325575
"peripheral neuroectodermal tumor cell line"	-0.54605108042251	-0.0284802420739523	-1.02957202834074	0.686504078580814	-0.236819958043744	0.29710039445392	0.939885938067419	0.560540134823717	0.86161033208069	-0.0252533524203622	-0.0236436520606116	0.367049785229356	-0.343917402430124
"pharyngeal carcinoma cell line"	-0.0923208201124305	0.477935395274628	-1.37175141390382	0.60352224211141	0.188561518779393	0.705208601065362	0.983792832783013	0.476663022697758	0.229755631999392	0.313692949872246	0.216749879832879	-0.0684073422626936	-0.522964891986036
"plasma cell leukemia cell line"	-0.616953187122488	-0.474402619136114	-1.1584952688887	0.550421155895785	-1.0532289680803	-0.569602158033523	-1.01636927929702	-0.239931482590465	0.156638919381982	-0.731298471061861	0.443730253097125	1.27410001676719	0.183893732796261
"pleomorphic hepatocellular carcinoma cell line"	-0.339279346256967	0.392239804847993	-1.25401725795594	0.592703341734331	0.473115117750515	0.298306916460814	0.315248031667601	0.0418828259833505	-0.00937243654551715	0.0945968566991349	0.279900832533012	0.524135833156099	-0.572143893682354
"prostate cancer cell line"	-0.183887944055595	-0.473323064559525	-1.00678387448779	-0.350132005832889	-0.430663539064959	-0.873378814750224	0.36593242758667	-0.570293634237921	-0.546467999840369	-0.0865566548735677	0.811430253352454	1.00577631956498	0.0574593240360336
"rectal cancer cell line"	0.341901831946533	0.251165936348915	-1.22758349997507	0.0454691687528179	-0.601773808007525	0.0900479095552588	0.931217514147353	0.42345889338743	0.0365678128935387	0.5516961575983	1.09787243858099	0.0575651638056129	-0.361509747604524
"renal cell carcinoma cell line"	-0.767600255505591	0.125646310046183	-0.761660318186544	0.329800345560206	-0.240703263768752	0.46651604291975	0.380087883390288	-0.86958641563359	0.846313714565659	0.0993751494791742	0.833697583627278	0.909317161603739	-0.282382017954439
"retinoblastoma cell line"	-0.341112555026866	0.567202729779854	0.143082979088595	1.16156384786044	-0.270051551146371	-1.22827627368474	1.74612375018504	1.08769972028727	-0.0144414855814719	-0.0379054342083092	0.674387844999829	0.214704759778723	-0.525379861036191
"rhabdomyosarcoma cell line"	-0.335079578629903	-0.547783153193461	-0.645956774291021	0.272357741016511	-1.73004996123488	-1.08758612178175	-0.455976695425255	-0.326338322602877	0.524819907488281	-0.835650905430952	0.204198646573607	1.63924181873429	0.383943233606843
"sacrococcigeal teratoma cell line"	0.0813059695403075	0.30588745522976	-1.1261989255368	0.14212779868534	1.43226423909102	1.44104862040221	1.09056515063711	0.613073544434394	0.683182987466878	0.570145888939284	-0.269150009969289	-0.98763623969461	-0.626094267633875
"serous adenocarcinoma cell line"	0.493310986428101	0.805543603475785	-0.0968402160374106	0.530345678190719	0.695582424821958	0.579393809571321	0.327553011214874	0.720352411785937	-0.327170329460199	1.0367876413664	0.928284649772161	-0.594846001756753	-0.856625999037003
"serous cystadenocarcinoma cell line"	-0.665466167921414	0.672799663451494	1.56014360256417	0.744025486958784	-0.0973794617295822	0.311324925748043	0.901159648492036	0.276786429775935	0.460656237280516	0.550057741238999	0.511738022608454	-0.204813415660195	-0.448735673735693
"signet ring carcinoma cell line"	-0.788857774984795	-0.825552318206197	0.743320744714749	-0.186671336113069	-0.88038551110474	-0.870333993251889	-0.949564225618203	-0.810643736932916	-0.747399102236268	-0.371544603352327	0.783718873032179	1.01618650897889	0.428476069281565
"small cell cervical cancer cell line"	-1.0770385260779	0.0608305980928628	-0.0718011690396529	1.37657931924839	0.0166417495315771	-0.603501812105988	0.907783627201939	0.865080435197898	0.14417560437241	0.571797638535689	1.10523579952326	0.138508005015448	-0.682273874582169
"small cell gastrointestinal carcinoma cell line"	-0.0537928166311901	0.651221321361019	0.0626442493512043	1.65143539315533	-0.196647487911588	-0.0642544066764782	1.9218255116139	0.855492906218055	-0.119289668103534	0.740008902581408	0.233928468202927	-0.349819037998602	-0.622682186477452
"small cell lung carcinoma cell line"	-0.547830965000915	-0.316099513826324	0.441917004079991	1.28565187725836	-0.630086574209628	-1.04384867976718	1.53967633308089	0.496387857480219	-0.586043462398937	-0.618575915176551	-0.249113960630278	0.690882036993505	-0.0261965253692279
"small-cell gastrointestinal carcinoma cell line"	-0.256993673555274	-0.2447837184768	0.32153125344745	1.32561785313153	-0.576778108140512	-0.122641264750302	0.206965256712684	1.07551907239119	0.688909485916446	0.453167953504905	-0.0484569374555809	0.0518282051650123	-0.364803534866723
"somatostatinoma cell line"	-0.705046800669429	0.472300310404823	0.060757196692652	1.50860053651392	-0.406581887305244	0.183147603535319	1.07083541083033	0.74363142293749	-0.571257025838593	0.371287943298176	0.528254164335077	0.0449528861444256	-0.540504107425668
"spindle cell sarcoma cell line"	0.437454240735227	-0.408236245716191	-1.10596160847429	-0.579329013914599	0.865855295661991	0.299310205263428	0.825043418658033	0.192471287266041	0.720552403751094	0.380639684030752	-0.510646083574723	-0.125046757867566	-0.257461948304526
"splenic lymphoma with villous lymphocytes cell line"	-1.23918340076382	-0.398505582548287	0.454881623378881	0.844323450190261	-1.0081317190173	-0.62882314522749	-0.565323726003252	-0.12844450337445	-0.571257025838593	-1.11017353015579	-0.107244747589706	1.41079157866457	0.254482638811153
"squamous cell carcinoma cell line"	-0.699456858676542	-0.205793814780732	-0.617102148125746	-0.855666672401318	-0.913926594099041	-1.05100398082664	0.567778322570246	-0.474629181739733	0.0461195640763896	-0.192554275359569	-0.282786443718873	1.40631388182801	0.227527217165229
"squamous cell lung carcinoma cell line"	-0.956820984732305	0.344816164995398	0.268235256005303	1.13041524572873	-0.195466846448987	-0.187797201654381	-0.141091327261765	-0.0214264949464486	1.08150885369961	0.387809784192543	0.322435304402435	0.525551612232553	-0.419999240082857
"synovial sarcoma cell line"	-0.101068300352037	0.632547652663838	-0.0265018452856583	1.97641074569138	0.476739211100402	-0.179292802644498	1.2418242763092	0.988976134878126	0.20691153726043	0.451052353225766	0.56098196908291	-0.639391902554285	-0.711814196120787
"teratocarcinoma cell line"	-0.0514133331684796	-1.21185645174274	-0.796011941103692	0.9330347984006	-0.751405600362108	-0.715044380804477	-0.301532470538918	-0.42688789171089	0.786612701694461	-1.02435566923079	-0.19067815814708	1.04365496177411	0.424926581516002
"testicular germ cell embryonal carcinoma cell line"	-0.543376365552582	0.261811305378681	-1.02470852111052	1.14438803064404	-0.675895299086009	0.439114046375455	-0.26432831405067	0.102367426500083	0.389152078086736	-0.205357804352406	0.101046329138528	0.531262037504853	-0.164401747392907
"thyroid carcinoma cell line"	-0.109762961187312	1.04627548527081	-0.0428971308893686	1.1288457787992	0.304094003184344	0.657553241640434	0.388375702532383	0.642502356591647	-0.256858000363635	0.825603841405719	-0.0777464301547386	-0.252901898064816	-0.739990551522407
"achilles tendon"	1.50842345584322	-0.195795149081113	4.0666552345731	-1.06830612637499	1.75534792574783	-1.14997243958261	-2.46218508506507	-1.84206340657199	0.961878895222292	0.640252327749431	-0.422328477779165	-1.62755246503181	0.757272426488053
"adipocyte - breast"	0.671122812757487	-0.827496564174908	-0.808541437974151	-1.1377936622271	0.635888878403632	0.390097964528038	0.954525412453274	-0.323418275782181	-1.25484012064676	-0.172208038686283	-1.4685345516765	-0.224630365905746	0.437367393439598
"adipocyte - omental"	0.931018200410196	-0.786227806450917	-2.1374876002792	-1.78275194953892	0.108828010097476	-0.122802707392996	0.408464787798475	-0.797366378670539	-2.44620881043153	-0.467359071508209	-1.51223077560583	-0.498603375904226	1.08449575211911
"adipocyte - perirenal"	0.758726200796301	-0.807712441407497	-0.697037291817893	-0.421158476316999	0.317212374314297	-0.290246153434171	-0.186553398161102	-0.465053636846948	-0.0754375140911833	-0.202343881656999	-1.46332412392852	-0.800194909629623	0.783248657208834
"adipocyte - subcutaneous"	0.869250546977189	-1.47123747966444	-1.8268913732256	-1.76193114686906	-0.822468190711106	-1.434219232057	-0.878947472179931	-1.67752674090224	-1.99075493563162	-1.56614812955683	-2.25501309865425	-0.718381583850106	2.36350073858179
"adipocyte differentiation"	0.101154836936048	0.159935797348057	-1.09812757324123	-0.870027684137999	0.768742458798179	0.0496372197604642	1.13468531059393	-0.138159969334217	0.261554270355249	-0.233214676017875	-0.061463154298018	-0.582190594000037	0.104393358380073
"adipose tissue"	0.926443541711987	1.21687452957183	0.919198564109891	1.09349415936034	1.76449840502424	1.70510911253355	0.558161489226627	1.43202084477992	0.581636385568059	1.45725601454688	0.291324347266172	-1.56001513198606	-1.34190949643258
"adrenal gland"	0.700339260728989	1.28020788149666	-1.55229237220461	0.799518837329722	1.48377228815547	1.41722225270956	0.954525412453274	1.20472398679899	-0.527756283441709	1.65069383378531	0.817672208131195	-2.06854060460837	-1.04757507794017
"alveolar epithelial cells"	-0.653484868769875	-1.08206291216959	0.467903355538117	-1.56590898957438	-0.662159593583296	-2.35814749493073	-0.857638011340629	-0.7755382868025	-2.16532608092555	-0.779089770921098	-0.608805414354081	-0.809728859718204	1.7426148925256
"amniotic epithelial cells"	-0.492502181135861	-0.704548306640249	-0.178072236748479	-0.571640453635268	-0.848540434982626	-0.653746934523271	-0.305144005079238	0.230958789414378	0.713750730922369	-0.536635832993793	0.128782046362277	-1.47625857699087	1.08807895814818
"amniotic membrane cells"	-0.805572036583693	0.51504022402902	0.696044301545635	0.57000668993842	-0.455812805035904	0.335212039489432	0.275500489766906	0.050155682163367	0.205056261084055	-0.133174504782669	0.432289737106745	0.41353172572536	-0.252070508082899
"amygdala"	1.18097220569563	1.46224033655807	-0.411847148655386	1.1667495672839	1.06138690941099	0.694068096805457	0.230943039268299	2.0321515464774	0.495252266498873	1.62679654201482	1.75762808285758	-0.840805891355635	-1.73144217136111
"amygdala - adult"	0.139130403827573	0.893840718701879	-0.161907587675355	0.475511771536156	0.663936473897691	0.964626416245255	0.254187302725731	1.98066382850017	0.45075352634015	1.3264407353935	1.10571593993903	-0.687216765965809	-1.31173003481262
"anulus pulposus cell"	0.452263139324753	0.175220321653672	0.369511711461286	0.0306003702089537	0.566321811636989	0.991285110773838	0.853380913970782	-0.349808541528993	-0.19396268068151	0.24846616429056	-0.0210181682529756	-0.805729443986268	-0.0329735551910844
"aorta"	1.52615393230264	1.05134226724795	0.917183972216992	0.570999616739554	2.62682579488254	1.47140742803978	0.556179070088577	1.47957464392763	0.994563535793294	1.50859016200613	0.470927621026032	-1.6066378245835	-1.56625181455633
"aortic smooth muscle cell response to fgf2"	-1.02576175795579	-1.10707841967931	-2.13885252510512	-1.27524488446088	-0.581456776705089	0.0245338843944061	0.0658274517500786	-0.603456048866369	-1.36695214324211	0.110805328787217	-1.51821510584524	-0.267367251292886	1.05819242254649
"aortic smooth muscle cell response to il1b"	-0.63569179903813	-0.896629148613247	-2.14021632792132	-1.27635936771106	-0.458695876927465	-0.278789278858622	-0.616507404531407	-0.671811786376302	-1.36939641778141	0.178137440334388	-1.40401329859265	-0.182434750475259	0.996371592239748
"appendix"	0.667027854720761	2.04135294942209	0.495875680742969	1.48589904216116	1.56168379759135	1.76164070769668	1.11789803006846	2.06300330053645	1.22133553227198	1.46165641048182	1.01720029042349	-1.98601074403561	-1.63902897071334
"artery"	1.53864882727764	-0.259806408896695	2.53281486308598	-0.722198571563093	1.14527108889361	0.337749802461978	0.50804946644093	0.153253289654531	-0.023836792309498	0.664903983112486	-0.317003927885716	-0.634528369766962	-0.303867683335766
"astrocyte - cerebellum"	0.406070549304107	-0.366517650794621	-0.666899120167103	-0.887882349074773	-0.00369717391484025	-0.24657823245111	0.503123273683397	-0.420595977995918	-0.0296065076280935	0.162355582119996	0.596216885284175	-1.12719052628008	0.553356103518058
"astrocyte - cerebral cortex"	0.261464980221506	1.15976437947064	-1.32996586978847	0.509950952843574	0.355764080807163	0.163044784504343	1.33434482012148	0.829894985201809	-0.141366463829162	0.635969771679372	0.582685086667215	-0.442712467988862	-0.7400350543175
"b lymphoblastoid cell line: gm12878 encode"	-0.920271468680517	-0.195868571328335	-1.08553426965532	0.776279702551474	-0.913992465228243	-0.1933675432366	-0.637871209900412	-0.174504851595151	-0.191391388006655	-0.515319343261131	0.935158515917237	0.916820316031958	0.0365649992080538
"basophils"	-0.626012717797346	-0.34279988159586	1.20392949167854	-0.0744689854575668	-1.18881459138461	-0.551876807722903	-1.27822502979625	-0.380498020561958	-0.802225680785313	0.0879877067102657	1.19072053021481	1.55707820807656	-0.0781991833858221
"bladder"	1.20057917204005	1.6591823919174	0.879147161214009	0.932137603618725	2.04989353693793	2.10828254125479	0.518749701714515	1.57628384779104	0.532041483037131	1.47500482126619	0.464079933406419	-1.70535330106019	-1.56554823065662
"blood"	-0.384949430798408	-0.362935416607943	0.0500882233587895	0.138505005833627	-1.10924147487831	-0.20513434197791	-1.95291327469793	-1.17625979757119	-0.135655870171895	0.183146143702642	-0.501560611497805	0.915632660461055	0.528946431603094
"bone marrow"	0.367642103194347	-0.689129717061114	0.631821286767944	-1.70625390270738	0.556933375225716	0.348595597769376	-1.97146466389231	-1.31161969829371	-1.36151321882825	-0.696063500048356	-1.50490990480994	-0.163741820976885	1.02968505072577
"brain"	-0.24129938757688	0.159935797348057	0.354824827983205	0.465724436444399	0.878255191734995	-0.213514985456146	1.13468531059393	1.01003146227472	1.68194671430101	0.533305389658704	1.09676872990537	-0.411505564860252	-0.829708398320823
"breast"	1.27680117532629	1.05303936922774	0.994644289603305	1.02180132393839	1.56485484930655	1.34292890180999	0.632402356882957	1.12967910474027	1.51599957449027	1.74716643492838	0.671889527798256	-1.59508370024642	-1.30499402939264
"bronchial epithelial cell"	-0.742243490948662	-1.02203768226785	0.241954231842888	-1.65823044204601	-1.08129573652779	-1.16607888837889	-1.43236139372266	-0.731230035067819	-1.74264354250043	-1.42954895931254	-0.372288094974067	-0.49612483778125	1.74091119673825
"cardiac myocyte"	0.661176787916124	-0.280491647934383	-2.02307088908454	-1.00524495554069	0.384818777819474	-0.190279205633828	-1.14036468347195	-0.634642830282909	-1.71893618694785	-0.01967632013294	-1.50828968322689	0.388444324368818	0.419450643794434
"caudate nucleus"	1.16154825397172	1.508333381391	-0.435393217237803	1.01446060628747	1.07564388554426	0.884658304048457	0.460551710571863	1.73970818880281	-0.359370242321726	1.66678839073905	1.40151141777265	-1.01667002606285	-1.54604683530462
"caudate nucleus - adult"	0.367642103194347	1.55599625952359	-0.290725086517282	0.366954033161898	0.842025547211884	1.11719787046876	0.638498961338384	1.6482810879343	1.10360510460223	1.53463970080663	0.781561403020544	-0.618920110914001	-1.4672836786708
"cd133+ stem cells - adult bone marrow derived"	0.0190522468320019	0.179961460134869	1.61425395109153	0.924968885581814	-1.33084655843909	-0.527351430689065	0.0823982674505545	0.336651194707923	0.520607034112619	-0.398917883345612	0.0246393529781033	0.445090385796412	0.12364508754026
"cd133+ stem cells - cord blood derived"	-1.57569434884853	0.698166331915879	-0.985412388809341	1.18988049311444	-0.909367226678577	0.101791323232468	-0.521559396042388	0.228544464429177	0.457446344880462	0.370817482619888	0.460416054163439	0.0633008410059705	-0.135366327219628
"cd14-cd16+ monocytes"	-0.23579187633729	-1.3063919595133	-0.465419228625561	0.262224972483965	-1.13009543060153	-0.858699082823304	-0.258582933263546	-0.517844385419665	-0.807596110819598	-1.02041234484071	0.211866544335922	0.944155879983807	0.690097629633246
"cd14+ monocyte derived endothelial progenitor cells"	-0.808884348950799	-0.183257804271617	0.686675395449769	0.406176886002668	-0.811584222930691	-0.371686790571117	-0.67823944418341	-0.204070615655736	-0.306891075185285	-0.356031985107218	0.40716844033485	1.04289071788796	0.0475365365694649
"cd14+ monocytes"	-0.497916521872468	-0.715827289482047	1.56625076390402	-0.220364664075222	-0.793624901065629	-0.508960020033541	-1.03682108871132	0.144790773799004	0.124130168221245	0.284358707464061	1.49320129031868	1.65740050310066	-0.443310851951259
"cd14+ monocytes - mock treated"	-0.98304372680551	-0.134034483345776	1.32427374106909	0.342563351563436	-0.909839262855196	-0.124949894540807	-0.85049307447098	-0.185124858354021	0.972745164907925	0.705342981429953	1.13393125025414	1.09290726182991	-0.378507159721678
"cd14+ monocytes - treated with b-glucan"	-1.20420197121435	-1.06067739705247	2.0812661678781	-0.714193402801696	-0.907451963592968	-0.0192543313950279	-1.08002876005309	-0.933796030957303	0.0554503068245856	0.711957193849557	1.00539278659723	1.25715783772025	0.0767615144172573
"cd14+ monocytes - treated with bcg"	-1.05095777734362	-1.16869423712564	0.684337625216753	-0.850148403466385	-0.774992585299479	-0.698697691573429	-1.51949624252298	-1.17747419213153	0.691059037778727	0.223968588251509	0.4009000650083	1.361505742399	0.396479853061643
"cd14+ monocytes - treated with candida"	-1.45771580812387	-1.47359579858653	1.00566682725032	-1.12613202380237	-1.06879700429406	-0.359211107618252	-1.74154261468619	-1.44319324706016	-0.996045375245423	0.750308734466504	0.481927099194673	2.21253754396135	0.222091177163529
"cd14+ monocytes - treated with cryptococcus"	-1.21410479264937	-0.847545920126948	2.03925083516212	-0.732433565714999	-0.935953189898726	-0.0592048790530008	-1.10586898108039	-0.600076369003556	0.0143765172982683	0.550602231208846	0.638620847828886	1.35466431457934	0.0270432539410773
"cd14+ monocytes - treated with group a streptococci"	-0.878124158865707	-1.31740703495068	1.23430679555687	-1.25276115520961	-0.893593024937856	-1.12756522397388	-1.60092472748167	-1.4937748171122	-0.0457132308779054	1.25289781726249	0.905738173397224	1.21254974971607	0.399426308658498
"cd14+ monocytes - treated with ifn + n-hexane"	-1.25106436790513	-0.717974972661284	1.88244008565983	-0.0507987801094431	-0.904028430976582	-0.208309382488014	-0.826153500987334	-0.671632996016734	1.05690514013479	0.983608332591794	0.688090854355493	1.54793761243036	-0.266649077325075
"cd14+ monocytes - treated with lipopolysaccharide"	-1.27968920966885	-0.649445602256717	-0.645000497605944	-1.03756089584293	-0.762019600099789	-1.74001746151291	-2.26349061651529	-1.87766656487224	-1.04167203082814	0.612456090139519	0.149312822027172	1.24524353059601	0.766034844186371
"cd14+ monocytes - treated with salmonella"	-1.35158644215135	-1.16599882045882	-0.84836248313926	-1.1621996214213	-0.723751603130832	-0.926851331578729	-2.88180556334395	-1.84156195784966	-0.555854135897949	1.33488284078718	0.298977212968224	1.0489188249583	0.643862462585548
"cd14+ monocytes - treated with trehalose dimycolate (tdm)"	-1.13344337023222	-0.742914949168044	0.421862456985789	-0.583862020185048	-0.777652856292372	-0.0887125918699295	-0.895392704464366	-0.90511727164765	0.987501970782119	0.845429332542471	1.11722405922151	0.857793364198087	0.0435640833868846
"cd14+cd16- monocytes"	-0.63569179903813	-1.10904360274592	1.17655212107191	0.248253718543488	-1.20867580138008	0.0215698143951913	-1.29646576162076	-0.606285119595002	0.251824222102435	-0.696760308282081	0.879429847027161	1.18129162907604	0.356667380560735
"cd14+cd16+ monocytes"	-0.534118308536904	-1.34527725917519	-0.266355937034275	-0.62875475250431	-1.39148072793423	-1.07637662232957	-1.45974907207104	-0.923578053254707	0.0156858813303316	-1.3612186363033	0.484872640137541	1.18676357699693	1.00077588319589
"cd19+ b cells"	-0.65481321269196	-0.621304339434765	1.1224670261026	1.05382565545336	-1.06194613753572	-0.633024442651236	-1.33250105979509	-0.272427687294684	0.190138968784393	-0.439218896685339	-0.569946825508531	1.59828803905997	0.140658186738472
"cd19+ b cells (pluriselect)"	-0.800584582673652	0.134761936088247	0.710151360953645	1.52539956798102	-1.43082308380456	-0.764505626833455	-1.29113937785296	-0.480840488118384	0.724706054395646	-0.983796084106671	-0.982391684451603	1.163890513228	0.486255489080817
"cd34+ progenitors"	-1.12134111979215	-0.128132427775816	0.854863198369402	0.687624247724393	-1.20417846380678	0.24357946877521	-1.18730545439152	-0.254101708732509	-0.115069146537684	-0.274908131552168	0.629432232809188	1.16828217160308	-0.00495049149993872
"cd34+ stem cells - adult bone marrow derived"	-0.284985964764921	0.24662277789066	1.6919323354176	0.248673920591042	-0.902141660866597	-0.583671852432523	-0.440132664138279	0.422590360589043	0.606669703522794	-0.75835244839257	-0.316675643440185	0.702392677220848	0.126399807160372
"cd4+ t cells"	-0.967818489623569	-1.07478030595314	1.37595140970741	0.724542904065008	-1.25715037171586	-1.30868271504094	-1.51381062174035	-0.466964662111647	0.479243544152187	-0.688734856170864	0.150863012450529	2.48847788323829	0.0612277331709704
"cd4+cd25-cd45ra- memory conventional t cells"	-0.552859869282684	-0.830283527620321	1.41084299874548	0.573216167377319	-1.55635266493927	-0.967698007640773	-1.84433859104574	-1.10952992047538	0.519038177215205	-1.30289070951328	-0.0151786848054794	2.30458351426298	0.511436479906431
"cd4+cd25-cd45ra- memory conventional t cells expanded"	-0.89083344418052	0.169411304160263	0.454881623378881	0.995295515263819	-1.34232606996843	-0.762664477441139	-0.565323726003252	-0.12844450337445	-0.0896416635873847	-0.785291628082556	0.321181485168575	1.15035623475183	0.175300691974817
"cd4+cd25-cd45ra+ memory conventional t cells expanded"	-0.830981303938627	-0.53338762635209	0.624173954359401	0.827371801587427	-1.32293423498483	-0.854043714054227	-0.7294921955926	-0.398298442516756	0.61263846147372	-1.09083240712355	-0.0909406596060641	1.03328789817011	0.547593082857465
"cd4+cd25-cd45ra+ naive conventional t cells"	-0.65481321269196	0.010743398320777	1.1224670261026	1.38986620796116	-1.49586746153873	-1.37779989504272	-0.995293827263818	-0.727374553153759	0.190138968784393	-1.09004224229802	-0.0931414380523105	1.79151768680607	0.334529679889324
"cd4+cd25-cd45ra+ naive conventional t cells expanded"	-1.21459703681477	-0.321011227774536	0.538332932149739	1.06562202700314	-1.44573762061565	-1.21490101451965	-0.799883989689978	-0.0838000146690767	0.0123348432785837	-1.06769268709124	0.552503004230299	1.20269483841335	0.358819266529526
"cd4+cd25+cd45ra- memory regulatory t cells"	-0.623093394905755	-1.19014730341475	-0.455106076666285	1.12256122301178	-1.7483307773223	-0.543651388364258	-1.27272341402818	-1.16223285610477	-0.250843499712789	-1.43451843734958	-0.358635346976796	1.4500721160729	0.946506678310543
"cd4+cd25+cd45ra- memory regulatory t cells expanded"	-1.22762311459402	0.114336768317952	0.494119674708262	0.876388313568716	-1.14306638505398	-0.854754420623539	-0.836139971201863	-0.373534979069834	-0.0416932315048537	-0.962826649790721	0.32212933081627	0.880605909880566	0.386604373996919
"cd4+cd25+cd45ra- naive regulatory t cells expanded"	-1.19937570621233	-0.36985085265816	-0.921748188454153	1.1091609206565	-1.40631007646376	-0.752735446426413	-0.757517876861478	-0.139472065200237	0.568090818767673	-0.429248329632115	0.476604377588285	0.677786594223771	0.353078847921639
"cd4+cd25+cd45ra+ naive regulatory t cells"	-0.982203924595811	-0.457469630895077	1.32712420702873	1.55710959348837	-1.93036203175131	-1.50427710511677	-1.1961440368043	-1.2542802279165	-0.681791699142148	-0.779965695261683	-0.702476275889121	1.90319938737391	0.701795735201346
"cd4+cd25+cd45ra+ naive regulatory t cells expanded"	-1.21394065028677	0.0651560302717366	0.540560846571539	1.37381967841926	-1.38753110294733	-0.805338525393317	-0.798057043910338	-0.318026226485741	-0.473537966831102	-0.997171129434669	0.232702154490234	0.86224177216238	0.430519024966141
"cd8+ t cells"	-0.306378073070899	-0.489849921765774	1.02730420372067	0.649739928793726	-1.01148843206421	-0.581018828498709	-0.731245255064766	-0.440823046183807	-0.446644613910197	-0.199877674366816	0.733126475746621	1.70355899219123	-0.128243889758243
"cd8+ t cells (pluriselect)"	-0.8699556443409	0.707913331771811	0.513934672882367	1.19754111187179	-1.35184621981055	-0.833670200857482	-1.43192916350483	-0.46781367281188	-0.017479539387704	-0.789979158301149	-0.272362404998488	0.98550056570459	0.357357652092637
"cerebellum"	0.869250546977189	1.34758975772669	-0.0118446713811272	1.01913320974912	0.699484153167255	0.0861713400191138	0.981532378020703	1.2807900321543	0.670803645230311	0.907514072193796	0.704510219741774	-0.198653156304944	-1.24413989183867
"cerebellum - adult"	0.453390255648786	1.15279376185225	-0.158430846251036	1.01968102282002	0.868008596565267	0.610109948369382	0.801225860693313	1.25412580289796	0.887503096331347	1.51085334494197	1.21298599232678	-0.823172526966441	-1.29968792794392
"cerebral meninges"	0.579735951317764	1.36785473955459	-0.421292024090504	1.02850465906315	1.75978998020205	0.90732456319033	1.51024534137881	1.66613061604964	0.480633000919115	1.48786801434877	0.811933375032488	-1.30326161530906	-1.53567170933678
"cerebrospinal fluid"	0.309708274701706	-0.411851956904328	-0.221454303471298	-1.6693091938156	0.81895158376056	-0.707437560948136	-1.06515639836351	0.0296239732129624	0.0790903621148114	0.124433905664048	0.375105375191352	-0.126925929879032	0.0761588668442703
